         2810209 function calls (2803916 primitive calls) in 158.976 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
     1483    0.135    0.000    0.139    0.000 {built-in method builtins.eval}
    582/1    0.031    0.000  158.980  158.980 {built-in method builtins.exec}
    94152    0.170    0.000    0.171    0.000 {built-in method builtins.getattr}
      370    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
   117263    0.145    0.000    0.145    0.000 {built-in method builtins.hasattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      316    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    62013    0.068    0.000    0.140    0.000 {built-in method builtins.isinstance}
1735/1715    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
     1533    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
227058/226912    0.090    0.000    0.102    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1503    0.003    0.000    0.003    0.000 {built-in method builtins.max}
    11405    0.002    0.000    0.002    0.000 {built-in method builtins.min}
    13360    0.011    0.000    0.011    0.000 {built-in method builtins.next}
      450    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      119    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
    48140    0.043    0.000    0.043    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      706    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
      352    0.030    0.000    0.030    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      276    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
     1498    0.015    0.000    0.015    0.000 {built-in method numpy.core.multiarray.arange}
    86077    0.122    0.000    0.122    0.000 {built-in method numpy.core.multiarray.array}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.bincount}
       11    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
    13255    0.203    0.000    0.203    0.000 {built-in method numpy.core.multiarray.concatenate}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
     4459    0.026    0.000    0.026    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.001    0.001    0.010    0.010 {built-in method numpy.core.multiarray.fromiter}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
     2944    0.052    0.000    0.052    0.000 {built-in method numpy.core.multiarray.where}
     2981    0.019    0.000    0.019    0.000 {built-in method numpy.core.multiarray.zeros}
     5910    0.005    0.000    0.005    0.000 {built-in method numpy.core.umath.geterrobj}
     2955    0.010    0.000    0.010    0.000 {built-in method numpy.core.umath.seterrobj}
     1473    0.009    0.000    0.009    0.000 {built-in method posix.cpu_count}
      140    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
     2957    0.003    0.000    0.003    0.000 {built-in method posix.getpid}
       49    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       60    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
     1703    0.006    0.000    0.006    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
       60    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
        2    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_tocsc}
      159    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
    14751    0.014    0.000    0.014    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb6821a8b70}
      301    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
    42689    0.032    0.000    0.032    0.000 {method '__enter__' of '_thread.lock' objects}
    42689    0.020    0.000    0.020    0.000 {method '__exit__' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       18    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
    96642  146.357    0.002  146.357    0.002 {method 'acquire' of '_thread.lock' objects}
    16532    0.022    0.000    0.022    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     2024    0.001    0.000    0.005    0.000 {method 'any' of 'numpy.ndarray' objects}
    32256    0.013    0.000    0.013    0.000 {method 'append' of 'collections.deque' objects}
   110316    0.036    0.000    0.036    0.000 {method 'append' of 'list' objects}
     1478    0.036    0.000    0.036    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
     1472    0.001    0.000    0.001    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'compress' of 'numpy.ndarray' objects}
      137    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1478    0.035    0.000    0.035    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      236    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    16192    0.007    0.000    0.007    0.000 {method 'discard' of 'set' objects}
      325    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
     1175    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     6828    0.003    0.000    0.003    0.000 {method 'expandtabs' of 'str' objects}
     1472    0.003    0.000    0.003    0.000 {method 'extend' of 'collections.deque' objects}
    12079    0.010    0.000    0.010    0.000 {method 'extend' of 'list' objects}
      399    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       11    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
    10309    0.042    0.000    0.042    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     3425    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
     3403    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       83    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'getfield' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      115    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
     1257    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       73    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       45    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      388    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    18614    0.049    0.000    0.092    0.000 {method 'join' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     4416    0.002    0.000    0.002    0.000 {method 'locked' of '_thread.lock' objects}
       94    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
    14533    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
     1492    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
     1472    0.004    0.000    0.106    0.000 {method 'mean' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
       62    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        3    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       57    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     2975    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
    11776    0.019    0.000    0.019    0.000 {method 'pop' of 'list' objects}
     1472    0.001    0.000    0.001    0.000 {method 'pop' of 'set' objects}
     8834    0.020    0.000    0.020    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      352    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
    13820    0.292    0.000    0.292    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'reduceat' of 'numpy.ufunc' objects}
       26    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
    38118    0.092    0.000    0.092    0.000 {method 'release' of '_thread.lock' objects}
    14694    0.006    0.000    0.006    0.000 {method 'remove' of 'collections.deque' objects}
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       25    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
    12203    0.030    0.000    0.030    0.000 {method 'replace' of 'str' objects}
     5888    0.024    0.000    0.024    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     3440    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     8054    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
       32    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       10    0.001    0.000    0.001    0.000 {method 'shuffle' of 'mtrand.RandomState' objects}
     8832    0.137    0.000    0.137    0.000 {method 'sort' of 'numpy.ndarray' objects}
      614    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     6840    0.006    0.000    0.006    0.000 {method 'splitlines' of 'str' objects}
     6570    0.007    0.000    0.007    0.000 {method 'startswith' of 'str' objects}
     1115    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
     5890    0.013    0.000    0.135    0.000 {method 'sum' of 'numpy.ndarray' objects}
     1472    0.009    0.000    0.009    0.000 {method 'take' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.001    0.000    0.001    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
    12043    0.012    0.000    0.012    0.000 {method 'update' of 'dict' objects}
       96    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1568    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}


